-1.034029, -2.399981, 0
-0.389506, -1.594708, 0
-2.590717, -1.218063, 0
-1.731303, -1.156973, 0
-1.919098, -1.200256, 0
0.220617, 1.451233, 0
-1.474779, -2.659420, 0
0.058538, -1.033214, 0
-2.010275, 0.408275, 0
-1.909480, -0.342013, 0
-1.026443, -1.190215, 0
-0.743881, -1.256291, 0
-0.679705, -0.584192, 0
1.228250, 0.101790, 0
-0.146057, -2.642557, 0
-2.315660, -1.018360, 0
1.266002, 1.156719, 0
-1.637506, 1.737985, 0
-1.402766, 0.341334, 0
-1.109352, -1.858783, 0
0.640408, -0.684696, 0
-1.567277, -1.512457, 0
-1.471175, -1.646821, 0
-0.890041, -3.551250, 0
0.609278, -0.347438, 0
0.244478, -1.205223, 0
-0.455195, 0.163518, 0
-0.968860, -3.181345, 0
0.018993, -1.801776, 0
-1.385250, -2.275413, 0
-2.003295, -1.158119, 0
0.336572, -0.654283, 0
-2.070035, -0.921954, 0
-1.801175, -0.972525, 0
-2.160053, -3.180890, 0
-1.209675, -1.961679, 0
-1.287952, -1.440523, 0
0.435348, -0.719714, 0
0.258404, -1.025723, 0
-2.705340, 0.999647, 0
1.113784, -1.011347, 0
-1.687052, -0.362740, 0
-1.015473, 0.557240, 0
0.035471, -2.319908, 0
-2.210827, -1.268919, 0
0.139880, -1.514834, 0
-1.682294, -1.708687, 0
-0.259494, -0.214446, 0
-2.089061, -0.684880, 0
-1.404562, -1.816601, 0
-1.975462, -1.812953, 0
-1.879835, -0.506199, 0
-1.505240, 0.544307, 0
0.458161, -1.059837, 0
-1.852538, 1.881590, 0
1.044502, -0.257657, 0
-1.522322, -1.793998, 0
-0.056636, 0.363469, 0
-0.507910, -1.777013, 0
0.247219, 1.063220, 0
1.079860, -0.541767, 0
-2.760226, 0.155054, 0
-1.120596, -0.861833, 0
0.073038, -0.720345, 0
0.802606, 0.720522, 0
0.959071, -1.247471, 0
-1.397585, -0.560749, 0
-0.980900, 0.004829, 0
1.467319, -1.681011, 0
-2.906734, -1.295955, 0
-0.626673, -0.418558, 0
-0.900691, -3.229063, 0
-2.086256, -0.751491, 0
-1.539357, 1.029567, 0
0.116931, -1.219684, 0
-1.792949, -1.396776, 0
-0.327075, -1.496816, 0
-1.085173, -2.376894, 0
-1.005658, 0.928207, 0
-0.404460, -3.135320, 0
-0.485943, 0.117080, 0
-0.219226, -1.680251, 0
-2.714060, -0.070744, 0
-1.207334, -1.196628, 0
-0.894288, -0.533688, 0
-1.200005, 1.448304, 0
-0.131273, 0.574105, 0
-1.522855, -2.944989, 0
-0.174201, -1.803611, 0
-1.228290, -0.841426, 0
